DEPT,DT,GR,M2R1,M2R2,M2R3,M2R6,M2R9,M2RX,SP,ZDEN
M,US/FT,gAPI,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,mV,G/C3
544.7001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
544.8001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
544.9001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.0001,85.5253,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.1001,84.0916,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.2001,83.4509,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.3001,83.1334,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.4001,82.3516,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.5001,86.1724,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.6001,92.2684,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.7001,88.1208,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.8001,85.0401,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
545.9001,83.1647,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.0001,87.2969,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.1001,91.2674,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.2001,94.9771,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.3001,98.5927,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.4001,101.7157,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.5001,104.0853,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.6001,106.5088,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.7001,108.9363,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.8001,111.3058,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
546.9001,107.5239,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.0001,102.8895,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.1001,98.3699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.2001,93.7324,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.3001,89.0983,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.4001,84.5759,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.5001,83.6523,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.6001,83.7168,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.7001,83.7831,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.8001,83.8493,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
547.9001,83.9139,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.0001,83.9809,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.1001,84.4634,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.2001,85.1094,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.3001,85.7715,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.4001,86.4176,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.5001,87.0796,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.6001,87.7417,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.7001,88.3877,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.8001,89.0498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
548.9001,89.7057,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.0001,89.7107,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.1001,89.184,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.2001,88.6672,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.3001,88.1376,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.4001,87.6076,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.5001,87.0911,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.6001,86.8001,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.7001,86.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.8001,86.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
549.9001,86.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.0001,86.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.1001,86.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.2001,86.7809,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.3001,86.7292,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.4001,86.6762,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.5001,86.6232,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.6001,86.5716,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.7001,86.5186,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.8001,86.4656,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
550.9001,86.4139,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.0001,85.961,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.1001,85.3799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.2001,84.7837,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.3001,84.1878,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.4001,83.6064,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.5001,83.011,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.6001,83.2283,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.7001,83.8746,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.8001,84.5367,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
551.9001,85.1827,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.0001,85.8447,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.1001,86.5047,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.2001,86.7971,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.3001,86.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.4001,86.7928,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.5001,85.9867,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.6001,84.3371,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.7001,82.6997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.8001,82.6673,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
552.9001,84.6002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.0001,86.498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.1001,88.4417,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.2001,90.3631,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.3001,89.7972,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.4001,88.8724,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.5001,87.9413,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.6001,86.6453,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.7001,85.2323,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.8001,83.8506,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
553.9001,82.4381,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.0001,81.5276,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.1001,81.9989,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.2001,82.4873,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.3001,82.9758,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.4001,83.4474,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.5001,83.0563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.6001,82.2619,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.7001,81.4867,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.8001,81.1704,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
554.9001,81.1259,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.0001,81.0861,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.1001,81.0425,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.2001,81.0034,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.3001,81.0491,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.4001,81.0918,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.5001,81.1307,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.6001,81.1769,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.7001,81.1998,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.8001,81.2,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
555.9001,81.8426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.0001,82.4883,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.1001,83.1497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.2001,83.2613,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.3001,83.3258,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.4001,83.3971,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.5001,84.7052,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.6001,86.2257,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.7001,87.7338,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.8001,86.9222,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
556.9001,85.6017,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.0001,84.2829,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.1001,83.5448,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.2001,82.9476,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.3001,82.3564,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.4001,82.1527,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.5001,82.086,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.6001,82.0214,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.7001,82.7619,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.8001,83.8871,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
557.9001,84.9854,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.0001,85.9019,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.1001,86.6963,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.2001,87.4716,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.3001,87.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.4001,87.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.5001,87.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.6001,87.4666,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.7001,86.8656,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.8001,86.2434,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
558.9001,85.6239,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.0001,85.0235,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.1001,85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.2001,85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.3001,85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.4001,83.8455,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.5001,82.6185,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.6001,81.3606,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.7001,81.8358,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.8001,82.546,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
559.9001,83.2755,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.0001,84.277,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.1001,85.3101,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.2001,86.3669,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.3001,86.8493,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.4001,87.1822,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.5001,87.5078,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.6001,87.1875,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
560.7001,86.6143,53.965,0.3214,0.3214,0.3327,0.3327,0.3395,0.3395,-999.25,-999.25
560.8001,86.0449,68.9494,0.3279,0.3279,0.3459,0.3459,0.3852,0.3852,-999.25,-999.25
560.9001,85.4849,65.6843,0.3256,0.3256,0.35,0.35,0.3777,0.3777,-999.25,-999.25
561.0001,85.0209,57.5111,0.32,0.32,0.331,0.331,0.3511,0.3511,-999.25,-999.25
561.1001,85.1501,69.2685,0.32,0.32,0.2148,0.2148,0.3575,0.3575,-999.25,-999.25
561.2001,85.2826,77.3493,0.2537,0.2537,0.2447,0.2447,0.2564,0.2564,-999.25,-999.25
561.3001,85.2352,81.9503,0.1722,0.1722,0.3477,0.3477,0.1366,0.1366,-999.25,-999.25
561.4001,83.8133,78.2162,0.2755,0.2755,0.3283,0.3283,0.3627,0.3627,-999.25,-999.25
561.5001,83.5451,74.4704,0.3238,0.3238,0.3392,0.3392,0.629,0.629,-999.25,-999.25
561.6001,84.1409,71.2976,0.33,0.33,0.3682,0.3682,0.8746,0.8746,-999.25,-999.25
561.7001,84.7223,74.8961,0.33,0.33,0.3423,0.3423,0.5192,0.5192,-999.25,-999.25
561.8001,85.1414,74.6364,0.3265,0.3265,0.3442,0.3442,0.3677,0.3677,-999.25,-999.25
561.9001,85.3998,71.0692,0.3201,0.3201,0.3696,0.3696,0.3995,0.3995,-999.25,-999.25
562.0001,85.6647,69.8543,0.32,0.32,0.3634,0.3634,0.3934,0.3934,-999.25,-999.25
562.1001,85.9295,68.6691,0.32,0.32,0.36,0.36,0.39,0.39,-999.25,-999.25
562.2001,86.1879,67.5127,0.32,0.32,0.36,0.36,0.39,0.39,-999.25,-999.25
562.3001,86.1558,66.3339,0.32,0.32,0.3537,0.3537,0.3837,0.3837,-999.25,-999.25
562.4001,86.1123,64.9275,0.32,0.32,0.35,0.35,0.3889,0.3889,-999.25,-999.25
562.5001,86.0736,63.2811,0.32,0.32,0.35,0.35,0.4082,0.4082,-999.25,-999.25
562.6001,86.0285,61.5927,0.32,0.32,0.35,0.35,0.4341,0.4341,-999.25,-999.25
562.7001,86.246,59.9036,0.32,0.32,0.35,0.35,0.458,0.458,-999.25,-999.25
562.8001,86.8464,58.2572,0.32,0.32,0.35,0.35,0.4773,0.4773,-999.25,-999.25
562.9001,87.4682,58.3912,0.32,0.32,0.35,0.35,0.4571,0.4571,-999.25,-999.25
563.0001,88.0729,58.7958,0.32,0.32,0.35,0.35,0.4312,0.4312,-999.25,-999.25
563.1001,88.6886,59.2063,0.32,0.32,0.35,0.35,0.4048,0.4048,-999.25,-999.25
563.2001,88.9086,59.6172,0.3254,0.3254,0.35,0.35,0.3783,0.3783,-999.25,-999.25
563.3001,89.0377,60.0195,0.33,0.33,0.35,0.35,0.3524,0.3524,-999.25,-999.25
563.4001,89.1702,60.4358,0.33,0.33,0.35,0.35,0.326,0.326,-999.25,-999.25
563.5001,89.3022,60.2061,0.3351,0.3351,0.35,0.35,0.3406,0.3406,-999.25,-999.25
563.6001,89.3882,59.801,0.34,0.34,0.35,0.35,0.368,0.368,-999.25,-999.25
563.7001,89.3425,59.3902,0.34,0.34,0.35,0.35,0.4011,0.4011,-999.25,-999.25
563.8001,89.302,58.9899,0.3447,0.3447,0.35,0.35,0.4334,0.4334,-999.25,-999.25
563.9001,89.2609,58.5779,0.3487,0.3487,0.35,0.35,0.4652,0.4652,-999.25,-999.25
564.0001,89.2144,58.1667,0.3421,0.3421,0.35,0.35,0.4921,0.4921,-999.25,-999.25
564.1001,89.143,58.581,0.34,0.34,0.3544,0.3544,0.5747,0.5747,-999.25,-999.25
564.2001,89.056,59.4057,0.339,0.339,0.36,0.36,0.6871,0.6871,-999.25,-999.25
564.3001,88.9634,60.2281,0.3324,0.3324,0.36,0.36,0.7996,0.7996,-999.25,-999.25
564.4001,88.877,60.5282,0.33,0.33,0.3641,0.3641,0.9095,0.9095,-999.25,-999.25
564.5001,88.7252,60.53,0.3293,0.3293,0.3707,0.3707,1.022,1.022,-999.25,-999.25
564.6001,88.0344,60.53,0.3228,0.3228,0.3772,0.3772,1.1318,1.1318,-999.25,-999.25
564.7001,87.3294,60.53,0.32,0.32,0.38,0.38,1.2444,1.2444,-999.25,-999.25
564.8001,86.6271,60.53,0.32,0.32,0.38,0.38,1.339,1.339,-999.25,-999.25
564.9001,85.9359,60.53,0.32,0.32,0.38,0.38,1.1645,1.1645,-999.25,-999.25
565.0001,85.6001,60.7535,0.32,0.32,0.3765,0.3765,0.9857,0.9857,-999.25,-999.25
565.1001,85.6,61.1737,0.32,0.32,0.37,0.37,0.8084,0.8084,-999.25,-999.25
565.2001,85.6,61.5842,0.32,0.32,0.37,0.37,0.6325,0.6325,-999.25,-999.25
565.3001,85.6,62.0045,0.32,0.32,0.37,0.37,0.4537,0.4537,-999.25,-999.25
565.4001,85.6,62.4285,0.3199,0.3199,0.3697,0.3697,0.2767,0.2767,-999.25,-999.25
565.5001,85.6,62.8417,0.3074,0.3074,0.3449,0.3449,0.2575,0.2575,-999.25,-999.25
565.6001,85.08,63.6565,0.2942,0.2942,0.3213,0.3213,0.2471,0.2471,-999.25,-999.25
565.7001,83.9171,64.9422,0.2813,0.2813,0.3019,0.3019,0.2406,0.2406,-999.25,-999.25
565.8001,82.7254,66.2596,0.274,0.274,0.2761,0.2761,0.234,0.234,-999.25,-999.25
565.9001,81.533,67.5779,0.2648,0.2648,0.2522,0.2522,0.2274,0.2274,-999.25,-999.25
566.0001,80.3708,68.8628,0.2519,0.2519,0.2328,0.2328,0.2209,0.2209,-999.25,-999.25
566.1001,81.3741,70.1806,0.2443,0.2443,0.23,0.23,0.2087,0.2087,-999.25,-999.25
566.2001,82.7431,71.6991,0.24,0.24,0.23,0.23,0.2069,0.2069,-999.25,-999.25
566.3001,84.0731,73.5457,0.24,0.24,0.23,0.23,0.2263,0.2263,-999.25,-999.25
566.4001,85.4417,75.4403,0.2346,0.2346,0.2246,0.2246,0.2408,0.2408,-999.25,-999.25
566.5001,86.4266,77.2888,0.2282,0.2282,0.2201,0.2201,0.2556,0.2556,-999.25,-999.25
566.6001,86.5691,79.1887,0.2215,0.2215,0.22,0.22,0.2754,0.2754,-999.25,-999.25
566.7001,86.7016,81.085,0.22,0.22,0.22,0.22,0.2901,0.2901,-999.25,-999.25
566.8001,86.8307,82.9315,0.22,0.22,0.22,0.22,0.2967,0.2967,-999.25,-999.25
566.9001,86.9635,84.8261,0.22,0.22,0.22,0.22,0.2837,0.2837,-999.25,-999.25
567.0001,87.7632,86.4567,0.2248,0.2248,0.2152,0.2152,0.2656,0.2656,-999.25,-999.25
567.1001,88.6203,87.9486,0.2313,0.2313,0.21,0.21,0.2463,0.2463,-999.25,-999.25
567.2001,88.753,89.479,0.2379,0.2379,0.21,0.21,0.2264,0.2264,-999.25,-999.25
567.3001,87.5481,91.0038,0.24,0.24,0.2055,0.2055,0.2065,0.2065,-999.25,-999.25
567.4001,86.0825,92.4907,0.241,0.241,0.2,0.2,0.1871,0.1871,-999.25,-999.25
567.5001,86.6128,94.0125,0.2475,0.2475,0.2,0.2,0.1899,0.1899,-999.25,-999.25
567.6001,88.3568,94.2539,0.2459,0.2459,0.2041,0.2041,3.9408,3.9408,-999.25,-999.25
567.7001,90.5886,93.7388,0.2387,0.2387,0.21,0.21,10.0928,10.0928,-999.25,-999.25
567.8001,89.9812,93.2224,0.2255,0.2255,0.21,0.21,16.2699,16.2699,-999.25,-999.25
567.9001,89.3831,92.7184,0.2163,0.2163,0.2138,0.2138,22.2938,22.2938,-999.25,-999.25
568.0001,88.852,92.202,0.2093,0.2093,0.2196,0.2196,28.4646,28.4646,-999.25,-999.25
568.1001,89.819,91.6188,0.196,0.196,0.2131,0.2131,34.4524,34.4524,-999.25,-999.25
568.2001,89.6751,85.3562,0.1831,0.1831,0.21,0.21,24.7644,24.7644,-999.25,-999.25
568.3001,88.5338,73.8191,0.1701,0.1701,0.21,0.21,0.7496,0.7496,-999.25,-999.25
568.4001,89.292,77.6341,0.183,0.183,0.21,0.21,0.6652,0.6652,-999.25,-999.25
568.5001,88.0986,81.527,0.1994,0.1994,0.21,0.21,0.576,0.576,-999.25,-999.25
568.6001,84.7336,85.4201,0.2191,0.2191,0.2101,0.2101,0.4834,0.4834,-999.25,-999.25
568.7001,82.4875,89.2251,0.2138,0.2138,0.2162,0.2162,0.3991,0.3991,-999.25,-999.25
568.8001,82.561,90.5828,0.21,0.21,0.22,0.22,0.3557,0.3557,-999.25,-999.25
568.9001,85.7407,88.5623,0.21,0.21,0.2201,0.2201,0.3689,0.3689,-999.25,-999.25
569.0001,88.8398,86.5924,0.21,0.21,0.2259,0.2259,0.3759,0.3759,-999.25,-999.25
569.1001,92.0182,85.1002,0.21,0.21,0.2275,0.2275,0.3698,0.3698,-999.25,-999.25
569.2001,95.1205,84.4671,0.21,0.21,0.221,0.221,0.344,0.344,-999.25,-999.25
569.3001,94.5865,83.8127,0.21,0.21,0.22,0.22,0.3175,0.3175,-999.25,-999.25
569.4001,93.3956,83.1568,0.21,0.21,0.2178,0.2178,0.2887,0.2887,-999.25,-999.25
569.5001,92.2334,82.5176,0.21,0.21,0.2113,0.2113,0.2564,0.2564,-999.25,-999.25
569.6001,91.0419,82.39,0.21,0.21,0.21,0.21,0.3246,0.3246,-999.25,-999.25
569.7001,90.5507,82.39,0.212,0.212,0.212,0.212,0.4154,0.4154,-999.25,-999.25
569.8001,91.7129,82.39,0.2184,0.2184,0.2184,0.2184,0.4994,0.4994,-999.25,-999.25
569.9001,92.9054,82.3905,0.22,0.22,0.22,0.22,0.5853,0.5853,-999.25,-999.25
570.0001,94.097,82.5541,0.2183,0.2183,0.22,0.22,0.6185,0.6185,-999.25,-999.25
570.1001,95.2592,83.1933,0.2119,0.2119,0.22,0.22,0.4958,0.4958,-999.25,-999.25
570.2001,94.7484,83.8492,0.21,0.21,0.22,0.22,0.3701,0.3701,-999.25,-999.25
570.3001,93.5862,84.4871,0.21,0.21,0.22,0.22,0.2698,0.2698,-999.25,-999.25
570.4001,92.3938,85.1364,0.21,0.21,0.22,0.22,0.2622,0.2622,-999.25,-999.25
